Reference,Status,Survey title,Source title,Survey authors,Source authors,Survey year,Source dates,Survey venue,Source venue,Source URL,Link status,Notes
1,matched,Agentic uncertainty quantification,Agentic Uncertainty Quantification,"Jiaxin Zhang, Prafulla Kumar Choubey, Kung-Hsiang Huang, Caiming Xiong, and Chien-Sheng Wu",Jiaxin Zhang; Prafulla Kumar Choubey; Kung-Hsiang Huang; Caiming Xiong; Chien-Sheng Wu,2026,2026/01/22; 2026/01/22,"arXiv preprint arXiv:2601.15703, 2026.",arXiv preprint,https://arxiv.org/abs/2601.15703,reachable,
2,matched,The value of variance: Mitigating debate collapse in multi-agent systems via uncertainty-driven policy optimization,The Value of Variance: Mitigating Debate Collapse in Multi-Agent Systems via Uncertainty-Driven Policy Optimization,"Luoxi Tang, Yuqiao Meng, J. Costa, Yingxue Zhang, Muchao Ye, and Zhaohan Xi",Luoxi Tang; Yuqiao Meng; Joseph Costa; Yingxue Zhang; Muchao Ye; Zhaohan Xi,2026,2026/02/06; 2026/02/06,"ArXiv, abs/2602.07186, 2026.",arXiv preprint,https://arxiv.org/abs/2602.07186,reachable,
3,differences,Agentic abstention: Do agents know when to stop instead of act?,Agentic Abstention: Do Agents Know When to Stop Instead of Act?,"Hang Luo, Bingbing Wen, and Lucy Lu Wang",Han Luo; Bingbing Wen; Lucy Lu Wang,2026,2026/06/27; 2026/06/27,2026.,arXiv preprint,https://arxiv.org/abs/2606.28733,reachable,Source name forms differ for: Hang Luo. This may include spelling errors or author name variants; the source author list is shown separately.
4,matched,Uncertainty quantification for llm function-calling,Uncertainty Quantification for LLM Function-Calling,"Zihuiwen Ye, Lukas Aichberger, Michael Kirchhof, Sinead Williamson, Luca Zappella, Yarin Gal, Arno Blaas, and Adam Goli ´nski",Zihuiwen Ye; Lukas Aichberger; Michael Kirchhof; Sinead Williamson; Luca Zappella; Yarin Gal; Arno Blaas; Adam Golinski,2026,2026/04/24; 2026/04/24,"ArXiv, abs/2604.22985, 2026.",arXiv preprint,https://arxiv.org/abs/2604.22985,reachable,
5,matched,Webuncertainty: Dual-level uncertainty driven planning and reasoning for autonomous web agent,WebUncertainty: Dual-Level Uncertainty Driven Planning and Reasoning For Autonomous Web Agent,"Lingfeng Zhang, Yongan Sun, Jinpeng Hu, Hui Ma, Ying Yang, Kuien Liu, Zenglin Shi, and Meng Wang",Lingfeng Zhang; Yongan Sun; Jinpeng Hu; Hui Ma; Ying Yang; Kuien Liu; Zenglin Shi; Meng Wang,2026,2026/7,"InFindings of the Association for Computational Linguistics: ACL 2026, pages 13072–13082, 2026.",Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.637,reachable,
6,matched,Safeground: Know when to trust gui grounding models via uncertainty calibration,SafeGround: Know When to Trust GUI Grounding Models via Uncertainty Calibration,"Qingni Wang, Yue Fan, and Xin Eric Wang",Qingni Wang; Yue Fan; Xin Eric Wang,2026,2026/02/02; 2026/02/03,"ArXiv, abs/2602.02419, 2026.",arXiv preprint,https://arxiv.org/abs/2602.02419,reachable,
7,matched,Safepath: Conformal prediction for safe llm-based autonomous navigation,SafePath: Conformal Prediction for Safe LLM-Based Autonomous Navigation,"Achref Doula, Max Mühlhäuser, and Alejandro Sánchez Guinea",Achref Doula; Max Mühlhäuser; Alejandro Sanchez Guinea,2025,2025/05/14; 2025/05/15,"ArXiv, abs/2505.09427, 2025.",arXiv preprint,https://arxiv.org/abs/2505.09427,reachable,
8,matched,Uprop: Investigating the uncertainty propagation of llms in multi-step agentic decision-making,UProp: Investigating the Uncertainty Propagation of LLMs in Multi-Step Agentic Decision-Making,"Jinhao Duan, James Diffenderfer, Sandeep Madireddy, Tianlong Chen, Bhavya Kailkhura, and Kaidi Xu",Jinhao Duan; James Diffenderfer; Sandeep Madireddy; Tianlong Chen; Bhavya Kailkhura; Kaidi Xu,2025,2025/06/20; 2025/06/20,"ArXiv, abs/2506.17419, 2025.",arXiv preprint,https://arxiv.org/abs/2506.17419,reachable,
9,matched,Critic experience bank: Self-evolving step-level confidence estimation for llm agents,Critic Experience Bank: Self-Evolving Step-Level Confidence Estimation for LLM Agents,"Yaopei Zeng, Congchao Wang, JianHang Chen, Nan Wang, Yurui Chang, and Lu Lin",Yaopei Zeng; Congchao Wang; JianHang Chen; Nan Wang; Yurui Chang; Lu Lin,2026,2026/07/14; 2026/07/14,"arXiv preprint arXiv:2607.12397, 2026.",arXiv preprint,https://arxiv.org/abs/2607.12397,reachable,
10,matched,Redact: Uncertainty-aware deferral for llm agents,ReDAct: Uncertainty-Aware Deferral for LLM Agents,"Dzianis Piatrashyn, Nikita Kotelevskii, Kirill Grishchenkov, Nikita V. Glazkov, Ivan Nasonov, Ilya Makarov, Timothy Baldwin, Preslav Nakov, Roman Vashurin, and Maxim Panov",Dzianis Piatrashyn; Nikita Kotelevskii; Kirill Grishchenkov; Nikita Glazkov; Ivan Nasonov; Ilya Makarov; Timothy Baldwin; Preslav Nakov; Roman Vashurin; Maxim Panov,2026,2026/04/08; 2026/04/08,"ArXiv, abs/2604.07036, 2026.",arXiv preprint,https://arxiv.org/abs/2604.07036,reachable,
11,matched,Proper scoring rules for agentic uncertainty quantification,Proper Scoring Rules for Agentic Uncertainty Quantification,"Suresh Raghu, Satwik Pandey, and Shashwat Pandey",Suresh Raghu; Satwik Pandey; Shashwat Pandey,2026,2026/05/23; 2026/05/23,2026.,arXiv preprint,https://arxiv.org/abs/2605.24756,reachable,
12,matched,Calibrate-then-act: Cost-aware exploration in llm agents,Calibrate-Then-Act: Cost-Aware Exploration in LLM Agents,"Wenxuan Ding, Nicholas Tomlin, and Greg Durrett",Wenxuan Ding; Nicholas Tomlin; Greg Durrett,2026,2026/02/18; 2026/05/15,"ArXiv, abs/2602.16699, 2026.",arXiv preprint,https://arxiv.org/abs/2602.16699,reachable,
13,differences,T2po: Uncertainty-guided exploration control for stable multi-turn agentic reinforcement learning,T$^2$PO: Uncertainty-Guided Exploration Control for Stable Multi-Turn Agentic Reinforcement Learning,"Haixin Wang, Hejie Cui, Chenwei Zhang, Xin Liu, Shuowei Jin, Shijie Geng, Xin-Yu Zhang, Nasser Zalmout, Zhenyu Shi, and Yizhou Sun",Haixin Wang; Hejie Cui; Chenwei Zhang; Xin Liu; Shuowei Jin; Shijie Geng; Xinyang Zhang; Nasser Zalmout; Zhenyu Shi; Yizhou Sun,2026,2026/05/04; 2026/05/04,2026.,arXiv preprint,https://arxiv.org/abs/2605.02178,reachable,Source name forms differ for: Xin-Yu Zhang. This may include spelling errors or author name variants; the source author list is shown separately.
14,matched,Agent-brace: Decoupling beliefs from actions in long-horizon tasks via verbalized state uncertainty,Agent-BRACE: Decoupling Beliefs from Actions in Long-Horizon Tasks via Verbalized State Uncertainty,"Joykirat Singh, Zaid Khan, Archiki Prasad, Justin Chih-Yao Chen, Akshay Nambi, Hyunji Lee, Elias Stengel-Eskin, and Mohit Bansal",Joykirat Singh; Zaid Khan; Archiki Prasad; Justin Chih-Yao Chen; Akshay Nambi; Hyunji Lee; Elias Stengel-Eskin; Mohit Bansal,2026,2026/05/12; 2026/05/12,2026.,arXiv preprint,https://arxiv.org/abs/2605.11436,reachable,
15,matched,Agentic confidence calibration,Agentic Confidence Calibration,"Jiaxin Zhang, Caiming Xiong, and Chien-Sheng Wu",Jiaxin Zhang; Caiming Xiong; Chien-Sheng Wu,2026,2026/01/22; 2026/01/22,"ArXiv, abs/2601.15778, 2026.",arXiv preprint,https://arxiv.org/abs/2601.15778,reachable,
16,matched,Position: Uncertainty quantification needs reassessment for large-language model agents,Position: Uncertainty Quantification Needs Reassessment for Large-language Model Agents,"Michael Kirchhof, Gjergji Kasneci, and Enkelejda Kasneci",Michael Kirchhof; Gjergji Kasneci; Enkelejda Kasneci,2025,2025/05/28; 2025/05/28,"ArXiv, abs/2505.22655, 2025.",arXiv preprint,https://arxiv.org/abs/2505.22655,reachable,
17,differences,"A survey on uncertainty quantification of large language models: Taxonomy, open research challenges, and future directions","A Survey on Uncertainty Quantification of Large Language Models: Taxonomy, Open Research Challenges, and Future Directions","Olaoluwa Shorinwa, Zhiting Mei, Justin Lidard, Allen Z. Ren, and Anirudha Majumdar",Ola Shorinwa; Zhiting Mei; Justin Lidard; Allen Z. Ren; Anirudha Majumdar,2024,2025-9-9; 2026-2-28; 2025-9-9,"ACM Computing Surveys, 58:1 – 38, 2024.",ACM Computing Surveys,https://doi.org/10.1145/3744238,metadata-confirmed; publisher may restrict automated access,"Source name forms differ for: Olaoluwa Shorinwa. This may include spelling errors or author name variants; the source author list is shown separately. | Survey year: 2024. Selected source date year(s): 2025, 2026. Preprint and publication dates must be cited as separate versions."
18,differences,Uncertainty quantification and confidence calibration in large language models: A survey,Uncertainty Quantification and Confidence Calibration in Large Language Models: A Survey,"Xiaoou Liu, Tiejin Chen, Longchao Da, Chacha Chen, Zhen-Yu Lin, and Hua Wei",Xiaoou Liu; Tiejin Chen; Longchao Da; Chacha Chen; Zhen Lin; Hua Wei,2025,2025/03/20; 2025/06/03,"Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2, 2025.",KDD 2025,https://arxiv.org/abs/2503.15850,reachable,Source name forms differ for: Zhen-Yu Lin. This may include spelling errors or author name variants; the source author list is shown separately. | Conference and year confirmed by the conference or author publication record: KDD 2025.
19,differences,A survey of uncertainty estimation methods on large language models,A Survey of Uncertainty Estimation Methods on Large Language Models,"Zhiqiu Xia, Jinxuan Xu, Yuqian Zhang, and Hang Liu",Zhiqiu Xia; Jinxuan Xu; Yuqian Zhang; Hang Liu,2025,2025/7,"InAnnual Meeting of the Association for Computational Linguistics, 2025.",Findings of the Association for Computational Linguistics: ACL 2025,https://aclanthology.org/2025.findings-acl.1101/,reachable,"The precise publication venue is Findings of ACL 2025, rather than the main ACL proceedings."
20,matched,Every response counts: Quantifying uncertainty of llm-based multi-agent systems through tensor decomposition,Every Response Counts: Quantifying Uncertainty of LLM-based Multi-Agent Systems through Tensor Decomposition,"Tiejin Chen, Huaiyuan Yao, Jia Chen, Evangelos E. Papalexakis, and Hua Wei",Tiejin Chen; Huaiyuan Yao; Jia Chen; Evangelos E. Papalexakis; Hua Wei,2026,2026/04/09; 2026/04/09,"ArXiv, abs/2604.08708, 2026.",arXiv preprint,https://arxiv.org/abs/2604.08708,reachable,
21,matched,The confidence dichotomy: Analyzing and mitigating miscalibration in tool-use agents,The Confidence Dichotomy: Analyzing and Mitigating Miscalibration in Tool-Use Agents,"Weihao Xuan, Qingcheng Zeng, Heli Qi, Yunze Xiao, Junjue Wang, and Naoto Yokoya",Weihao Xuan; Qingcheng Zeng; Heli Qi; Yunze Xiao; Junjue Wang; Naoto Yokoya,2026,2026/01/12; 2026/01/12,"ArXiv, abs/2601.07264, 2026.",arXiv preprint,https://arxiv.org/abs/2601.07264,reachable,
22,matched,Structured uncertainty guided clarification for llm agents,Structured Uncertainty guided Clarification for LLM Agents,"Manan Suri, Puneet Mathur, Nedim Lipka, Franck Dernoncourt, Ryan A. Rossi, and Dinesh Manocha",Manan Suri; Puneet Mathur; Nedim Lipka; Franck Dernoncourt; Ryan A. Rossi; Dinesh Manocha,2025,2025/11/11; 2026/04/10,"ArXiv, abs/2511.08798, 2025.",arXiv preprint,https://arxiv.org/abs/2511.08798,reachable,
23,matched,Appo: Agentic procedural policy optimization,APPO: Agentic Procedural Policy Optimization,"Xucong Wang, Ziyu Ma, Yong Wang, Yuxiang Ji, Shidong Yang, Guanhua Chen, Pengkun Wang, and Xiangxiang Chu",Xucong Wang; Ziyu Ma; Yong Wang; Yuxiang Ji; Shidong Yang; Guanhua Chen; Pengkun Wang; Xiangxiang Chu,2026,2026/06/10; 2026/07/31,2026.,arXiv preprint,https://arxiv.org/abs/2606.12384,reachable,
24,matched,Counterfactual graph for multi-agent llm calibration,Counterfactual Graph for Multi-Agent LLM Calibration,"Jiatan Huang, Mingchen Li, Ziming Li, Sunjae Kwon, Hong Yu, and Chuxu Zhang",Jiatan Huang; Mingchen Li; Ziming Li; Sunjae Kwon; Hong Yu; Chuxu Zhang,2026,2026/05/28; 2026/05/28,"arXiv preprint arXiv:2605.30653, 2026.",arXiv preprint,https://arxiv.org/abs/2605.30653,reachable,
25,matched,Bayesian active learning for classification and preference learning,Bayesian Active Learning for Classification and Preference Learning,"Neil Houlsby, Ferenc Huszár, Zoubin Ghahramani, and Máté Lengyel",Neil Houlsby; Ferenc Huszár; Zoubin Ghahramani; Máté Lengyel,2011,2011/12/24; 2011/12/24,"arXiv preprint arXiv:1112.5745, 2011.",arXiv preprint,https://arxiv.org/abs/1112.5745,reachable,
26,matched,Predictive uncertainty estimation via prior networks,Predictive Uncertainty Estimation via Prior Networks,Andrey Malinin and Mark Gales,Andrey Malinin; Mark Gales,2018,2018,"Advances in neural information processing systems, 31, 2018.",Advances in Neural Information Processing Systems,https://proceedings.neurips.cc/paper/2018/hash/3ea2db50e62ceefceaf70a9d9a56a6f4-Abstract.html,reachable,
27,matched,Reverse kl-divergence training of prior networks: Improved uncertainty and adversarial robustness,Reverse KL-Divergence Training of Prior Networks: Improved Uncertainty and Adversarial Robustness,Andrey Malinin and Mark Gales,Andrey Malinin; Mark Gales,2019,2019,"Advances in neural information processing systems, 32, 2019.",Advances in Neural Information Processing Systems,https://proceedings.neurips.cc/paper_files/paper/2019/hash/7dd2ae7db7d18ee7c9425e38df1af5e2-Abstract.html,reachable,
28,matched,Uncertainty estimation in autoregressive structured prediction,Uncertainty Estimation in Autoregressive Structured Prediction,Andrey Malinin and Mark Gales,Andrey Malinin; Mark Gales,2020,2020/02/18; 2021/02/11,"arXiv preprint arXiv:2002.07650, 2020.",arXiv preprint,https://arxiv.org/abs/2002.07650,reachable,
29,matched,On hallucination and predictive uncertainty in conditional language generation,On Hallucination and Predictive Uncertainty in Conditional Language Generation,Yijun Xiao and William Yang Wang,Yijun Xiao; William Yang Wang,2021,2021/4,"InProceedings of the 16th Conference of the European Chapter of the Association for Computational Linguistics: Main Volume, pages 2734–2744, 2021.",Proceedings of the 16th Conference of the European Chapter of the Association for Computational Linguistics: Main Volume,https://doi.org/10.18653/v1/2021.eacl-main.236,reachable,
30,matched,Uncertainty quantification for in-context learning of large language models,Uncertainty Quantification for In-Context Learning of Large Language Models,"Chen Ling, Xujiang Zhao, Xuchao Zhang, Wei Cheng, Yanchi Liu, Yiyou Sun, Mika Oishi, Takao Osaki, Katsushi Matsuda, Jie Ji, et al",Chen Ling; Xujiang Zhao; Xuchao Zhang; Wei Cheng; Yanchi Liu; Yiyou Sun; Mika Oishi; Takao Osaki; Katsushi Matsuda; Jie Ji; Guangji Bai; Liang Zhao (赵亮); Haifeng Chen,2024,2024/6,"InProceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers), pages 3357– 3370, 2024.",Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers),https://aclanthology.org/2024.naacl-long.184/,reachable,
31,matched,To believe or not to believe your llm,To Believe or Not to Believe Your LLM,"Yasin Abbasi Yadkori, Ilja Kuzborskij, András György, and Csaba Szepesvári",Yasin Abbasi Yadkori; Ilja Kuzborskij; András György; Csaba Szepesvári,2024,2024/06/04; 2024/07/17,"arXiv preprint arXiv:2406.02543, 2024.",arXiv preprint,https://arxiv.org/abs/2406.02543,reachable,
32,version,Semantically diverse language generation for uncertainty estimation in language models,Semantically Diverse Language Generation for Uncertainty Estimation in Language Models,"Lukas Aichberger, Kajetan Schweighofer, Mykyta Ielanskyi, and Sepp Hochreiter",Lukas Aichberger; Kajetan Schweighofer; Mykyta Ielanskyi; Sepp Hochreiter,2024,2024/06/06; 2024/06/06,"arXiv e-prints, pages arXiv– 2406, 2024.",arXiv preprint,https://arxiv.org/abs/2406.04306v1,reachable,The survey title matches the earlier arXiv version. The current version is titled “Improving Uncertainty Estimation through Semantically Diverse Language Generation”.
33,matched,Decomposing uncertainty for large language models through input clarification ensembling,Decomposing Uncertainty for Large Language Models through Input Clarification Ensembling,"Bairu Hou, Yujian Liu, Kaizhi Qian, Jacob Andreas, Shiyu Chang, and Yang Zhang",Bairu Hou; Yujian Liu; Kaizhi Qian; Jacob Andreas; Shiyu Chang; Yang Zhang,2023,2023/11/15; 2024/06/10,"arXiv preprint arXiv:2311.08718, 2023.",arXiv preprint,https://arxiv.org/abs/2311.08718,reachable,
34,matched,Tokur: Token-level uncertainty estimation for large language model reasoning,TokUR: Token-Level Uncertainty Estimation for Large Language Model Reasoning,"Tunyu Zhang, Haizhou Shi, Yibin Wang, Hengyi Wang, Xiaoxiao He, Zhuowei Li, Haoxian Chen, Ligong Han, Kai Xu, Huan Zhang, et al",Tunyu Zhang; Haizhou Shi; Yibin Wang; Hengyi Wang; Xiaoxiao He; Zhuowei Li; Haoxian Chen; Ligong Han; Kai Xu; Huan Zhang; Dimitris Metaxas; Hao Wang,2025,2025/05/16; 2026/04/11,"arXiv preprint arXiv:2505.11737, 2025.",arXiv preprint,https://arxiv.org/abs/2505.11737,reachable,
35,matched,Esi: Epistemic uncertainty quantification via semantic-preserving intervention for large language models,ESI: Epistemic Uncertainty Quantification via Semantic-preserving Intervention for Large Language Models,"Mingda Li, Xinyu Li, Weinan Zhang, and Longxuan Ma",Mingda Li; Xinyu Li; Weinan Zhang; Longxuan Ma,2025,2025/10/15; 2025/10/15,"arXiv preprint arXiv:2510.13103, 2025.",arXiv preprint,https://arxiv.org/abs/2510.13103,reachable,
36,matched,Probing llm hallucination from within: Perturbation-driven approach via internal knowledge,Probing LLM Hallucination from Within: Perturbation-Driven Approach via Internal Knowledge,"Seongmin Lee, Hsiang Hsu, Chun-Fu Chen, and Duen Horng Chau",Seongmin Lee; Hsiang Hsu; Chun-Fu Chen; Duen Horng Chau,2024,2024/11/14; 2025/09/15,"arXiv preprint arXiv:2411.09689, 2024.",arXiv preprint,https://arxiv.org/abs/2411.09689,reachable,
37,matched,Sled: Self logits evolution decoding for improving factuality in large language models,SLED: Self Logits Evolution Decoding for Improving Factuality in Large Language Models,"Jianyi Zhang, Da-Cheng Juan, Cyrus Rashtchian, Chun-Sung Ferng, Heinrich Jiang, and Yiran Chen",Jianyi Zhang; Da-Cheng Juan; Cyrus Rashtchian; Chun-Sung Ferng; Heinrich Jiang; Yiran Chen,2024,2024; 2024,"Advances in Neural Information Processing Systems, 37:5188–5209, 2024.",Advances in Neural Information Processing Systems 37,https://doi.org/10.52202/079017-0168,reachable,
38,matched,An information-theoretic study of lying in llms,An information-theoretic study of lying in LLMs,Ann-Kathrin Dombrowski and Guillaume Corlouer,Ann-Kathrin Dombrowski; Guillaume Corlouer,2024,2024,"InICML 2024 Workshop on LLMs and Cognition, 2024.",ICML 2024 Workshop on Large Language Models and Cognition,https://openreview.net/pdf?id=9AM5i1wWZZ,reachable,
39,matched,Scalable best-of-n selection for large language models via self-certainty,Scalable Best-of-N Selection for Large Language Models via Self-Certainty,"Zhewei Kang, Xuandong Zhao, and Dawn Song",Zhewei Kang; Xuandong Zhao; Dawn Song,2025,2025/02/25; 2025/12/12,"arXiv preprint arXiv:2502.18581, 2025.",arXiv preprint,https://arxiv.org/abs/2502.18581,reachable,
